"No.","Time","Source","Destination","Src. Port","Dst. Port","Protocol","Length","Info"
"4740","14:56:52,205953","192.168.200.103","10.87.173.45","49348","7074","HTTP","337","GET /v1/patches/2/9/4/9/b33fa28a111038d46208329b5c12944e-294914deca9bde115622813b81e9a190-e_spyw.i49.gzip HTTP/1.1 "
"4744","14:56:52,209272","10.87.173.45","192.168.200.103","7074","49348","HTTP","60","HTTP/1.1 403 Forbidden "
"4749","14:56:52,215186","192.168.200.103","10.87.173.45","49349","7074","HTTP","337","GET /v1/patches/7/8/F/6/cb125628329b33ac72e4c6594b278955-78f633dd8e1d5a7569e6d133ad48b6b6-e_spyw.ivd.gzip HTTP/1.1 "
"4753","14:56:52,218199","10.87.173.45","192.168.200.103","7074","49349","HTTP","60","HTTP/1.1 403 Forbidden "
"4758","14:56:52,222646","192.168.200.103","10.87.173.45","49350","7074","HTTP","339","GET /v1/patches/9/3/4/5/c605de49b94af07b4b8f963baa2b2c2e-9345c6a2d8f9cb121a4ba65fd1aee8ed-emalware.000.gzip HTTP/1.1 "
"4762","14:56:52,225798","10.87.173.45","192.168.200.103","7074","49350","HTTP","60","HTTP/1.1 403 Forbidden "
"4767","14:56:52,231454","192.168.200.103","10.87.173.45","49351","7074","HTTP","339","GET /v1/patches/9/E/D/9/4a6d17293a0169f983d9a393d4c91f0b-9ed9ecd8175eaf7b9ff644b3a1eb5fb7-emalware.001.gzip HTTP/1.1 "
"4771","14:56:52,234838","10.87.173.45","192.168.200.103","7074","49351","HTTP","60","HTTP/1.1 403 Forbidden "
"4776","14:56:52,239557","192.168.200.103","10.87.173.45","49352","7074","HTTP","339","GET /v1/patches/E/5/3/8/7e0c768fbcd0045f0501fbbe7c162bca-e5385cfc342963f9f79524e41b3e7f99-emalware.004.gzip HTTP/1.1 "
"4780","14:56:52,242729","10.87.173.45","192.168.200.103","7074","49352","HTTP","60","HTTP/1.1 403 Forbidden "
"4785","14:56:52,264689","192.168.200.103","10.87.173.45","49353","7074","HTTP","339","GET /v1/patches/F/3/5/6/515bc18cf8742f36fee1df1922d29494-f3560bbcd5efcc69bbf4329cbbe5e0a3-emalware.006.gzip HTTP/1.1 "
"4789","14:56:52,267893","10.87.173.45","192.168.200.103","7074","49353","HTTP","60","HTTP/1.1 403 Forbidden "
"4794","14:56:52,320209","192.168.200.103","10.87.173.45","49354","7074","HTTP","339","GET /v1/patches/2/B/5/B/2ae969f7c3f70d70c6f9203a0695df56-2b5b4381b2173b32e0d7147555a8b381-emalware.007.gzip HTTP/1.1 "
"4798","14:56:52,323374","10.87.173.45","192.168.200.103","7074","49354","HTTP","60","HTTP/1.1 403 Forbidden "
"4804","14:56:52,403063","192.168.200.103","10.87.173.45","49355","7074","HTTP","339","GET /v1/patches/7/5/C/0/eea812c910f6593daa76e98bd54c1538-75c012e7259c6672adb7e23f1187666c-emalware.009.gzip HTTP/1.1 "
"4808","14:56:52,407129","10.87.173.45","192.168.200.103","7074","49355","HTTP","60","HTTP/1.1 403 Forbidden "
"4813","14:56:52,446408","192.168.200.103","10.87.173.45","49356","7074","HTTP","339","GET /v1/patches/4/E/4/1/caa6e3422703c73d4d26fb6abd951443-4e4160e91e774207fcbf621389ed005b-emalware.011.gzip HTTP/1.1 "
"4817","14:56:52,449554","10.87.173.45","192.168.200.103","7074","49356","HTTP","60","HTTP/1.1 403 Forbidden "
"4822","14:56:52,488604","192.168.200.103","10.87.173.45","49357","7074","HTTP","339","GET /v1/patches/0/B/9/A/344f30e422d4289826283fff343fc89c-0b9a978c3f97e5831aed923b4b63315c-emalware.012.gzip HTTP/1.1 "
"4826","14:56:52,504397","10.87.173.45","192.168.200.103","7074","49357","HTTP","60","HTTP/1.1 403 Forbidden "
"4832","14:56:52,562118","192.168.200.103","10.87.173.45","49358","7074","HTTP","339","GET /v1/patches/5/3/1/6/655bd7e1e4acca827a9d30da27df5d3c-531634fb0de2c279460e8c08b76a3289-emalware.015.gzip HTTP/1.1 "
"4836","14:56:52,565244","10.87.173.45","192.168.200.103","7074","49358","HTTP","60","HTTP/1.1 403 Forbidden "
"4841","14:56:52,591796","192.168.200.103","10.87.173.45","49359","7074","HTTP","339","GET /v1/patches/8/2/5/6/f6d208c837e018c205626d31407ddb90-82566826d3e7b96747c373e5b6720720-emalware.017.gzip HTTP/1.1 "
"4845","14:56:52,594821","10.87.173.45","192.168.200.103","7074","49359","HTTP","60","HTTP/1.1 403 Forbidden "
"4850","14:56:52,653016","192.168.200.103","10.87.173.45","49360","7074","HTTP","339","GET /v1/patches/0/9/3/3/dc9311bf4f7fa81f9374b247c051a5c2-09338b59fe6124ad3335a3100f80f415-emalware.018.gzip HTTP/1.1 "
"4854","14:56:52,656256","10.87.173.45","192.168.200.103","7074","49360","HTTP","60","HTTP/1.1 403 Forbidden "
"4859","14:56:52,707750","192.168.200.103","10.87.173.45","49361","7074","HTTP","339","GET /v1/patches/F/A/5/8/e632fddeb82a34443e6b0891b982a707-fa58c40405fb595dfbbd02d9bc396484-emalware.019.gzip HTTP/1.1 "
"4863","14:56:52,710830","10.87.173.45","192.168.200.103","7074","49361","HTTP","60","HTTP/1.1 403 Forbidden "
"4868","14:56:52,740644","192.168.200.103","10.87.173.45","49362","7074","HTTP","339","GET /v1/patches/9/5/1/2/7217407cf640408672ecb0bc1a4de7bf-9512ed31d8c26f5a4500ac77e26b9389-emalware.022.gzip HTTP/1.1 "
"4872","14:56:52,743891","10.87.173.45","192.168.200.103","7074","49362","HTTP","60","HTTP/1.1 403 Forbidden "
"4877","14:56:52,811295","192.168.200.103","10.87.173.45","49363","7074","HTTP","339","GET /v1/patches/4/0/4/3/434788f10a06cbf01716b0ec24d520ce-4043b318d233a7b28d5972a65c4826d3-emalware.023.gzip HTTP/1.1 "
"4881","14:56:52,814475","10.87.173.45","192.168.200.103","7074","49363","HTTP","60","HTTP/1.1 403 Forbidden "
"4886","14:56:52,864935","192.168.200.103","10.87.173.45","49364","7074","HTTP","339","GET /v1/patches/7/C/6/C/05c6dc7f9ed5be61d05b701a51ddf03d-7c6cc3722834e7c0371a42b1fd89e91e-emalware.024.gzip HTTP/1.1 "
"4890","14:56:52,868044","10.87.173.45","192.168.200.103","7074","49364","HTTP","60","HTTP/1.1 403 Forbidden "
"4895","14:56:52,898853","192.168.200.103","10.87.173.45","49365","7074","HTTP","339","GET /v1/patches/5/8/0/C/89e1a7be293a90ca4280577d1318dbdf-580c77ccab96db0fbb8ba02a81d657db-emalware.025.gzip HTTP/1.1 "
"4899","14:56:52,901983","10.87.173.45","192.168.200.103","7074","49365","HTTP","60","HTTP/1.1 403 Forbidden "
"4904","14:56:52,922135","192.168.200.103","10.87.173.45","49366","7074","HTTP","339","GET /v1/patches/9/A/1/A/cd141f12db53712f4be6324979f65f7b-9a1a13cb55b7d747ede3eef81da77db2-emalware.026.gzip HTTP/1.1 "
"4908","14:56:52,925309","10.87.173.45","192.168.200.103","7074","49366","HTTP","60","HTTP/1.1 403 Forbidden "
"4913","14:56:52,937448","192.168.200.103","10.87.173.45","49367","7074","HTTP","339","GET /v1/patches/C/6/5/2/6a6e4685ad1d5d853a26035bab964767-c6522017dd653ed99873a116c35e7a02-emalware.047.gzip HTTP/1.1 "
"4917","14:56:52,940566","10.87.173.45","192.168.200.103","7074","49367","HTTP","60","HTTP/1.1 403 Forbidden "
"4922","14:56:52,946753","192.168.200.103","10.87.173.45","49368","7074","HTTP","339","GET /v1/patches/8/5/B/7/4c7c7abb2bfbdb23866dc638c47052a1-85b7c85dccbd424b1eaab0bde6480cd6-emalware.083.gzip HTTP/1.1 "
"4926","14:56:52,949909","10.87.173.45","192.168.200.103","7074","49368","HTTP","60","HTTP/1.1 403 Forbidden "
"4931","14:56:52,955320","192.168.200.103","10.87.173.45","49369","7074","HTTP","339","GET /v1/patches/6/5/3/4/c64efeec538585475784b1f02e25c445-65348bfb4713162b9fe37338d42a33d9-emalware.089.gzip HTTP/1.1 "
"4935","14:56:52,958426","10.87.173.45","192.168.200.103","7074","49369","HTTP","60","HTTP/1.1 403 Forbidden "
"4940","14:56:52,963644","192.168.200.103","10.87.173.45","49370","7074","HTTP","339","GET /v1/patches/1/F/A/8/e2b2e4997a1e1bc1088c9b2a22917c93-1fa8d4cc2344db198a0ba84c57c23f43-emalware.094.gzip HTTP/1.1 "
"4944","14:56:52,966764","10.87.173.45","192.168.200.103","7074","49370","HTTP","60","HTTP/1.1 403 Forbidden "
"4949","14:56:52,972252","192.168.200.103","10.87.173.45","49371","7074","HTTP","339","GET /v1/patches/2/D/C/A/2c9b615a7f9c1b3a9fa9f57bfb966880-2dcab972d30fa98b65f1d1545df39103-emalware.096.gzip HTTP/1.1 "
"4953","14:56:52,975309","10.87.173.45","192.168.200.103","7074","49371","HTTP","60","HTTP/1.1 403 Forbidden "
"4958","14:56:52,980329","192.168.200.103","10.87.173.45","49372","7074","HTTP","339","GET /v1/patches/9/7/B/C/54c60fc21272b82948f3cca89d3b9c5d-97bc5a9feeb9877f9c543620804df3b0-emalware.106.gzip HTTP/1.1 "
"4962","14:56:52,983437","10.87.173.45","192.168.200.103","7074","49372","HTTP","60","HTTP/1.1 403 Forbidden "
"4967","14:56:52,989061","192.168.200.103","10.87.173.45","49373","7074","HTTP","339","GET /v1/patches/6/0/A/8/235eb77cce570dce1c795e8ebc1c0726-60a828b7a22ff0a6b0be26b80a28f04f-emalware.109.gzip HTTP/1.1 "
"4971","14:56:52,992242","10.87.173.45","192.168.200.103","7074","49373","HTTP","60","HTTP/1.1 403 Forbidden "
"4976","14:56:52,998262","192.168.200.103","10.87.173.45","49374","7074","HTTP","339","GET /v1/patches/A/6/C/1/bffd3204363ee27d00874e386ae6a946-a6c1bbe11b24c957170aa0d9adbdb5da-emalware.113.gzip HTTP/1.1 "
"4981","14:56:53,001479","10.87.173.45","192.168.200.103","7074","49374","HTTP","60","HTTP/1.1 403 Forbidden "
"4986","14:56:53,007085","192.168.200.103","10.87.173.45","49375","7074","HTTP","339","GET /v1/patches/F/8/D/6/a7728127b443a27ced05387f13548eb8-f8d6e3688252c965b5b0c1f2a18549ae-emalware.118.gzip HTTP/1.1 "
"4990","14:56:53,010316","10.87.173.45","192.168.200.103","7074","49375","HTTP","60","HTTP/1.1 403 Forbidden "
"4995","14:56:53,023702","192.168.200.103","10.87.173.45","49376","7074","HTTP","339","GET /v1/patches/2/7/9/A/a3f6b35838ff76b64c3ebe713f76e5e1-279a000a83fe1ddc3b3ffae20dc35d1c-emalware.120.gzip HTTP/1.1 "
"4999","14:56:53,026906","10.87.173.45","192.168.200.103","7074","49376","HTTP","60","HTTP/1.1 403 Forbidden "
"5004","14:56:53,032067","192.168.200.103","10.87.173.45","49377","7074","HTTP","339","GET /v1/patches/6/E/5/3/3d605275c178448bcc1825c7d7e179de-6e537e20e82dba92ea92fdc0d2bdb653-emalware.121.gzip HTTP/1.1 "
"5008","14:56:53,035293","10.87.173.45","192.168.200.103","7074","49377","HTTP","60","HTTP/1.1 403 Forbidden "
"5013","14:56:53,048407","192.168.200.103","10.87.173.45","49378","7074","HTTP","339","GET /v1/patches/0/2/0/5/940aa66400ad4f26056c9fc9a01dcc77-0205e32b0c24dead402b0eba910097fb-emalware.124.gzip HTTP/1.1 "
"5017","14:56:53,051506","10.87.173.45","192.168.200.103","7074","49378","HTTP","60","HTTP/1.1 403 Forbidden "
"5022","14:56:53,057134","192.168.200.103","10.87.173.45","49379","7074","HTTP","339","GET /v1/patches/F/F/9/6/45491bdc4f52af396d2680c9b108f37e-ff96cc1cf76cf34da245234ee28a9793-emalware.125.gzip HTTP/1.1 "
"5026","14:56:53,060174","10.87.173.45","192.168.200.103","7074","49379","HTTP","60","HTTP/1.1 403 Forbidden "
"5031","14:56:53,073411","192.168.200.103","10.87.173.45","49380","7074","HTTP","339","GET /v1/patches/F/A/A/6/f460b80e479503b3c8dc41e3e34a4caf-faa634c5aa13af99fb655ab5d4578f33-emalware.127.gzip HTTP/1.1 "
"5035","14:56:53,076602","10.87.173.45","192.168.200.103","7074","49380","HTTP","60","HTTP/1.1 403 Forbidden "
"5040","14:56:53,082180","192.168.200.103","10.87.173.45","49381","7074","HTTP","339","GET /v1/patches/E/D/A/D/337b353657097ba7f639fc1689ce7a3a-edad70d2b06083f92d801a58d5ebbb2e-emalware.129.gzip HTTP/1.1 "
"5044","14:56:53,085279","10.87.173.45","192.168.200.103","7074","49381","HTTP","60","HTTP/1.1 403 Forbidden "
"5049","14:56:53,106671","192.168.200.103","10.87.173.45","49382","7074","HTTP","339","GET /v1/patches/C/E/E/6/40380fe25fcb45b95aeb1c253d5b4b01-cee6d33c01c13c7ce9f0e22ea25ec6ca-emalware.134.gzip HTTP/1.1 "
"5053","14:56:53,109988","10.87.173.45","192.168.200.103","7074","49382","HTTP","60","HTTP/1.1 403 Forbidden "
"5058","14:56:53,147131","192.168.200.103","10.87.173.45","49383","7074","HTTP","339","GET /v1/patches/0/5/1/1/097bfcd2452fa98a5bdd4ddc8a8b5ce6-051130c0f8d26141c539f9f36f5c91ce-emalware.135.gzip HTTP/1.1 "
"5062","14:56:53,150241","10.87.173.45","192.168.200.103","7074","49383","HTTP","60","HTTP/1.1 403 Forbidden "
"5067","14:56:53,195699","192.168.200.103","10.87.173.45","49384","7074","HTTP","339","GET /v1/patches/E/C/C/D/bd844ec7b3d617f25a061c29aa663c34-eccdcb6662e55e5af12d8d8118b0db79-emalware.136.gzip HTTP/1.1 "
"5071","14:56:53,198777","10.87.173.45","192.168.200.103","7074","49384","HTTP","60","HTTP/1.1 403 Forbidden "
"5076","14:56:53,223813","192.168.200.103","10.87.173.45","49385","7074","HTTP","339","GET /v1/patches/B/2/6/3/aa1e97e3e598ef5dfc499fd4bd9a0733-b2634fc26b6d5dd3eb19433329acc9f5-emalware.140.gzip HTTP/1.1 "
"5080","14:56:53,226831","10.87.173.45","192.168.200.103","7074","49385","HTTP","60","HTTP/1.1 403 Forbidden "
"5086","14:56:53,382741","192.168.200.103","10.87.173.45","49386","7074","HTTP","339","GET /v1/patches/D/B/6/9/a357b12016a9f3615eda7b5304dcbc26-db695a21c44d2456eea77815bb5ca54e-emalware.141.gzip HTTP/1.1 "
"5090","14:56:53,385882","10.87.173.45","192.168.200.103","7074","49386","HTTP","60","HTTP/1.1 403 Forbidden "
"5095","14:56:53,517739","192.168.200.103","10.87.173.45","49387","7074","HTTP","339","GET /v1/patches/C/3/2/1/e358bb4d255532d6d3be5099396c8230-c32125197c368a7759fd48d5e4eaa465-emalware.142.gzip HTTP/1.1 "
"5099","14:56:53,520811","10.87.173.45","192.168.200.103","7074","49387","HTTP","60","HTTP/1.1 403 Forbidden "
"5104","14:56:53,597993","192.168.200.103","10.87.173.45","49388","7074","HTTP","339","GET /v1/patches/E/D/9/0/e339c0c8a42103811751e125e2398b61-ed9069e90cc2916906f4c51d2021d433-emalware.143.gzip HTTP/1.1 "
"5108","14:56:53,601225","10.87.173.45","192.168.200.103","7074","49388","HTTP","60","HTTP/1.1 403 Forbidden "
"5113","14:56:53,657677","192.168.200.103","10.87.173.45","49389","7074","HTTP","339","GET /v1/patches/7/7/2/E/8cb3d742e3d6c37f29c2fe62543378d2-772e1c7d5d27f8c2b028e7d7191ad83a-emalware.144.gzip HTTP/1.1 "
"5117","14:56:53,661048","10.87.173.45","192.168.200.103","7074","49389","HTTP","60","HTTP/1.1 403 Forbidden "
"5122","14:56:53,682450","192.168.200.103","10.87.173.45","49390","7074","HTTP","339","GET /v1/patches/0/B/5/0/becd4d98838fcf99e28acc01805afd50-0b506b4a5e0ec9867f27abb5c3aaf9c5-emalware.148.gzip HTTP/1.1 "
"5126","14:56:53,685537","10.87.173.45","192.168.200.103","7074","49390","HTTP","60","HTTP/1.1 403 Forbidden "
"5131","14:56:53,698827","192.168.200.103","10.87.173.45","49391","7074","HTTP","339","GET /v1/patches/B/1/9/C/3100e1ce6b89b700842acb528cca200f-b19cbef3cdcce84520b9e7791e419367-emalware.150.gzip HTTP/1.1 "
"5135","14:56:53,701899","10.87.173.45","192.168.200.103","7074","49391","HTTP","60","HTTP/1.1 403 Forbidden "
"5140","14:56:53,706770","192.168.200.103","10.87.173.45","49392","7074","HTTP","339","GET /v1/patches/B/C/C/5/907fee11733989ce902e74d7a4fd643d-bcc56fa0e69ce85385d0bed93c294001-emalware.151.gzip HTTP/1.1 "
"5144","14:56:53,709988","10.87.173.45","192.168.200.103","7074","49392","HTTP","60","HTTP/1.1 403 Forbidden "
"5149","14:56:53,715405","192.168.200.103","10.87.173.45","49393","7074","HTTP","339","GET /v1/patches/9/1/A/1/dfa105f6a94ad92775478dd27fb6c732-91a14dd8146bbbb7186bc5cf517c841d-emalware.152.gzip HTTP/1.1 "
"5153","14:56:53,718481","10.87.173.45","192.168.200.103","7074","49393","HTTP","60","HTTP/1.1 403 Forbidden "
"5158","14:56:53,723641","192.168.200.103","10.87.173.45","49394","7074","HTTP","339","GET /v1/patches/6/6/5/4/734a9a73788e35648fc64eeca0ad4cae-66545b3bf8371d735d34c5ae1fb14ff3-emalware.154.gzip HTTP/1.1 "
"5162","14:56:53,726673","10.87.173.45","192.168.200.103","7074","49394","HTTP","60","HTTP/1.1 403 Forbidden "
"5167","14:56:53,732244","192.168.200.103","10.87.173.45","49395","7074","HTTP","339","GET /v1/patches/2/D/C/9/bdda332aab279b8600226ffe29bbd0cf-2dc971faca20b1a3f6e43f145d4b206f-emalware.155.gzip HTTP/1.1 "
"5171","14:56:53,735336","10.87.173.45","192.168.200.103","7074","49395","HTTP","60","HTTP/1.1 403 Forbidden "
"5176","14:56:53,756573","192.168.200.103","10.87.173.45","49396","7074","HTTP","339","GET /v1/patches/8/1/5/6/6ad5d85398940f884a71de2bcd762b96-8156110361a736b24925e86e23654fe7-emalware.157.gzip HTTP/1.1 "
"5180","14:56:53,759653","10.87.173.45","192.168.200.103","7074","49396","HTTP","60","HTTP/1.1 403 Forbidden "
"5185","14:56:53,773686","192.168.200.103","10.87.173.45","49397","7074","HTTP","339","GET /v1/patches/2/1/F/0/adc7f78658016a90ae2ccebdc5946e46-21f012a1cadd260fd3d61112c6dbca6b-emalware.158.gzip HTTP/1.1 "
"5189","14:56:53,776873","10.87.173.45","192.168.200.103","7074","49397","HTTP","60","HTTP/1.1 403 Forbidden "
"5194","14:56:53,798242","192.168.200.103","10.87.173.45","49398","7074","HTTP","339","GET /v1/patches/2/9/2/8/67b590d84866374e06728efcf01591e6-292820ed769c6881c2c0046fad4ed4cd-emalware.161.gzip HTTP/1.1 "
"5198","14:56:53,801353","10.87.173.45","192.168.200.103","7074","49398","HTTP","60","HTTP/1.1 403 Forbidden "
"5203","14:56:53,806888","192.168.200.103","10.87.173.45","49399","7074","HTTP","339","GET /v1/patches/0/1/3/F/f0dc51651a04035692fa680550712332-013f03e7cfeaa2a7fc3b2caecc8a9d3a-emalware.163.gzip HTTP/1.1 "
"5207","14:56:53,810271","10.87.173.45","192.168.200.103","7074","49399","HTTP","60","HTTP/1.1 403 Forbidden "
"5212","14:56:53,814955","192.168.200.103","10.87.173.45","49400","7074","HTTP","339","GET /v1/patches/0/D/A/6/aa83004f112bfa6c84ff4a476c26567c-0da614015f5ead797c99dd374b22c81c-emalware.167.gzip HTTP/1.1 "
"5216","14:56:53,818118","10.87.173.45","192.168.200.103","7074","49400","HTTP","60","HTTP/1.1 403 Forbidden "
"5221","14:56:53,823732","192.168.200.103","10.87.173.45","49401","7074","HTTP","339","GET /v1/patches/7/6/E/D/50a425850d6a87408aba69d3e369aaae-76ed18e99eb6f993ef6be1aaa8b00a7f-emalware.170.gzip HTTP/1.1 "
"5225","14:56:53,826817","10.87.173.45","192.168.200.103","7074","49401","HTTP","60","HTTP/1.1 403 Forbidden "
"5230","14:56:53,839992","192.168.200.103","10.87.173.45","49402","7074","HTTP","339","GET /v1/patches/D/0/B/A/6c9ac29c05fe9e412110434a9f136337-d0ba6d452eecb859f2aad016fff2b50e-emalware.175.gzip HTTP/1.1 "
"5234","14:56:53,843222","10.87.173.45","192.168.200.103","7074","49402","HTTP","60","HTTP/1.1 403 Forbidden "
"5239","14:56:53,848621","192.168.200.103","10.87.173.45","49403","7074","HTTP","339","GET /v1/patches/4/6/2/6/652cefee9fc1f60468390a2b5cd71f78-4626d391a2d664de72434a5b9b9d78e7-emalware.177.gzip HTTP/1.1 "
"5243","14:56:53,851802","10.87.173.45","192.168.200.103","7074","49403","HTTP","60","HTTP/1.1 403 Forbidden "
"5248","14:56:53,856924","192.168.200.103","10.87.173.45","49404","7074","HTTP","339","GET /v1/patches/B/7/8/4/11c2a1710d7e321dfc616855bc214026-b7841e40e24f14e85bb2572b2b43d32c-emalware.184.gzip HTTP/1.1 "
"5252","14:56:53,860283","10.87.173.45","192.168.200.103","7074","49404","HTTP","60","HTTP/1.1 403 Forbidden "
"5257","14:56:53,865360","192.168.200.103","10.87.173.45","49405","7074","HTTP","339","GET /v1/patches/E/5/8/C/ac71f07c74250f2a571dd13b0d3abb90-e58c07fc6d5dc60c100bfce4a7febde3-emalware.187.gzip HTTP/1.1 "
"5261","14:56:53,868558","10.87.173.45","192.168.200.103","7074","49405","HTTP","60","HTTP/1.1 403 Forbidden "
"5266","14:56:53,873428","192.168.200.103","10.87.173.45","49406","7074","HTTP","339","GET /v1/patches/2/2/4/9/b824eae56b2aea1ec4602a673d845549-22499d0c4dc7364bd51b81514e0e6219-emalware.189.gzip HTTP/1.1 "
"5270","14:56:53,876531","10.87.173.45","192.168.200.103","7074","49406","HTTP","60","HTTP/1.1 403 Forbidden "
"5275","14:56:53,899077","192.168.200.103","10.87.173.45","49407","7074","HTTP","339","GET /v1/patches/C/9/6/E/ca78719c25d221e88752fa14171fe8a1-c96e7630b45823dbc8777c474d41efee-emalware.194.gzip HTTP/1.1 "
"5279","14:56:53,902111","10.87.173.45","192.168.200.103","7074","49407","HTTP","60","HTTP/1.1 403 Forbidden "
"5284","14:56:53,915197","192.168.200.103","10.87.173.45","49408","7074","HTTP","339","GET /v1/patches/9/E/C/3/81a798204c63c4d6cee1d69541659db6-9ec3109c163305870ced3f4b9309710a-emalware.195.gzip HTTP/1.1 "
"5288","14:56:53,918362","10.87.173.45","192.168.200.103","7074","49408","HTTP","60","HTTP/1.1 403 Forbidden "
"5293","14:56:53,923789","192.168.200.103","10.87.173.45","49409","7074","HTTP","339","GET /v1/patches/1/3/B/8/9b118fc04457e1ec822aad6ec94913c9-13b87b98b7dde6ff225a376a0b4d42f5-emalware.196.gzip HTTP/1.1 "
"5297","14:56:53,926928","10.87.173.45","192.168.200.103","7074","49409","HTTP","60","HTTP/1.1 403 Forbidden "
"5302","14:56:53,932234","192.168.200.103","10.87.173.45","49410","7074","HTTP","339","GET /v1/patches/4/C/0/9/70fcfffbd4cbe192900064a8315c1ea7-4c096cccfd5b25fef174367482778444-emalware.197.gzip HTTP/1.1 "
"5306","14:56:53,935331","10.87.173.45","192.168.200.103","7074","49410","HTTP","60","HTTP/1.1 403 Forbidden "
"5311","14:56:53,956676","192.168.200.103","10.87.173.45","49411","7074","HTTP","339","GET /v1/patches/F/9/1/6/e21a5cff2b090af6f4b683c57a090e2a-f916bd7d9d9845081c771123398b0d89-emalware.198.gzip HTTP/1.1 "
"5315","14:56:53,959854","10.87.173.45","192.168.200.103","7074","49411","HTTP","60","HTTP/1.1 403 Forbidden "
